id,name,type1,type2,moves,weight,height,hp,attack,defense,sp_atk,sp_def,speed
198,murkrow,dark,flying,"{'sunny-day', 'pluck', 'torment', 'roost', 'detect', 'steel-wing', 'double-team', 'confide', 'hex', 'captivate', 'protect', 'mimic', 'aerial-ace', 'payback', 'flatter', 'assurance', 'psychic', 'frustration', 'heat-wave', 'taunt', 'fly', 'peck', 'wing-attack', 'toxic', 'astonish', 'drill-peck', 'psycho-shift', 'hurricane', 'foul-play', 'retaliate', 'ominous-wind', 'lash-out', 'haze', 'pursuit', 'tera-blast', 'whirlwind', 'thunder-wave', 'twister', 'rain-dance', 'sleep-talk', 'air-cutter', 'brave-bird', 'tailwind', 'swift', 'sky-attack', 'attract', 'u-turn', 'hyper-beam', 'feint-attack', 'dark-pulse', 'defog', 'scary-face', 'rest', 'perish-song', 'punishment', 'swagger', 'quick-attack', 'nasty-plot', 'mirror-move', 'curse', 'acrobatics', 'double-edge', 'thief', 'confuse-ray', 'secret-power', 'facade', 'hidden-power', 'night-shade', 'calm-mind', 'return', 'sucker-punch', 'dream-eater', 'snore', 'psych-up', 'snarl', 'snatch', 'gust', 'spite', 'mean-look', 'feather-dance', 'mud-slap', 'substitute', 'round', 'icy-wind', 'screech', 'uproar', 'endure', 'air-slash', 'quash', 'natural-gift', 'giga-impact', 'dual-wingbeat', 'take-down', 'embargo', 'shadow-ball', 'nightmare'}",21,5,60,85,42,85,42,91
199,slowking,water,psychic,"{'reflect', 'sunny-day', 'ally-switch', 'safeguard', 'flamethrower', 'grass-knot', 'rock-slide', 'blizzard', 'fire-blast', 'metronome', 'fling', 'dragon-tail', 'telekinesis', 'double-team', 'psyshock', 'confide', 'power-gem', 'psybeam', 'captivate', 'protect', 'mimic', 'wonder-room', 'aqua-tail', 'hail', 'dive', 'trick-room', 'psychic', 'amnesia', 'frustration', 'whirlpool', 'echoed-voice', 'signal-beam', 'fury-cutter', 'growl', 'future-sight', 'toxic', 'water-pulse', 'earthquake', 'foul-play', 'stored-power', 'drain-punch', 'tera-blast', 'water-gun', 'thunder-wave', 'yawn', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'laser-focus', 'swift', 'mud-shot', 'chilling-water', 'rock-tomb', 'razor-shell', 'thunder-punch', 'waterfall', 'confusion', 'attract', 'hyper-beam', 'iron-defense', 'brick-break', 'heal-pulse', 'psychic-terrain', 'trick', 'headbutt', 'mega-kick', 'mega-punch', 'fire-punch', 'weather-ball', 'disable', 'rest', 'magic-coat', 'flash', 'counter', 'focus-punch', 'swagger', 'incinerate', 'liquidation', 'nasty-plot', 'pay-day', 'curse', 'recycle', 'double-edge', 'scald', 'secret-power', 'dynamic-punch', 'muddy-water', 'facade', 'bulldoze', 'hidden-power', 'surf', 'calm-mind', 'return', 'ice-punch', 'iron-tail', 'seismic-toss', 'dream-eater', 'rock-smash', 'snore', 'psych-up', 'chilly-reception', 'imprison', 'slack-off', 'block', 'hydro-pump', 'tackle', 'tri-attack', 'after-you', 'mud-slap', 'ice-beam', 'dig', 'substitute', 'round', 'icy-wind', 'focus-blast', 'snowscape', 'trump-card', 'power-up-punch', 'endure', 'quash', 'strength', 'natural-gift', 'giga-impact', 'light-screen', 'skill-swap', 'avalanche', 'body-slam', 'take-down', 'shadow-ball', 'zap-cannon', 'expanding-force', 'brine', 'nightmare'}",795,20,95,75,80,100,110,30
200,misdreavus,ghost,,"{'sunny-day', 'ally-switch', 'torment', 'heal-bell', 'thunder', 'dazzling-gleam', 'grass-knot', 'telekinesis', 'double-team', 'psyshock', 'confide', 'hex', 'power-gem', 'psybeam', 'captivate', 'burning-jealousy', 'protect', 'mimic', 'wonder-room', 'aerial-ace', 'destiny-bond', 'payback', 'trick-room', 'poltergeist', 'me-first', 'psychic', 'frustration', 'magical-leaf', 'taunt', 'echoed-voice', 'growl', 'toxic', 'fake-tears', 'astonish', 'foul-play', 'stored-power', 'ominous-wind', 'tera-blast', 'thunder-wave', 'rain-dance', 'sleep-talk', 'swift', 'hyper-voice', 'confusion', 'attract', 'hyper-beam', 'draining-kiss', 'trick', 'headbutt', 'dark-pulse', 'scary-face', 'rest', 'magic-coat', 'perish-song', 'flash', 'swagger', 'thunderbolt', 'nasty-plot', 'grudge', 'curse', 'double-edge', 'thief', 'confuse-ray', 'secret-power', 'memento', 'facade', 'hidden-power', 'psywave', 'night-shade', 'calm-mind', 'return', 'energy-ball', 'sucker-punch', 'magic-room', 'dream-eater', 'snore', 'psych-up', 'snatch', 'defense-curl', 'imprison', 'spite', 'mean-look', 'charm', 'will-o-wisp', 'substitute', 'round', 'icy-wind', 'screech', 'snowscape', 'uproar', 'helping-hand', 'endure', 'natural-gift', 'giga-impact', 'skill-swap', 'embargo', 'pain-split', 'zap-cannon', 'shadow-ball', 'shock-wave', 'phantom-force', 'shadow-sneak', 'charge-beam', 'nightmare'}",10,7,60,60,60,85,85,85
201,unown,psychic,,{'hidden-power'},50,5,48,72,48,72,48,48
202,wobbuffet,psychic,,"{'mirror-coat', 'charm', 'counter', 'splash', 'safeguard', 'amnesia', 'encore', 'destiny-bond'}",285,13,190,33,58,33,58,33
203,girafarig,normal,psychic,"{'reflect', 'sunny-day', 'ally-switch', 'thunder', 'dazzling-gleam', 'grass-knot', 'telekinesis', 'double-team', 'psyshock', 'confide', 'psybeam', 'captivate', 'low-kick', 'protect', 'mimic', 'odor-sleuth', 'trick-room', 'assurance', 'psychic', 'amnesia', 'frustration', 'echoed-voice', 'signal-beam', 'future-sight', 'growl', 'stomping-tantrum', 'toxic', 'earthquake', 'crunch', 'astonish', 'foul-play', 'stored-power', 'retaliate', 'gravity', 'high-horsepower', 'tera-blast', 'thunder-wave', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'swift', 'hyper-voice', 'confusion', 'attract', 'hyper-beam', 'psychic-terrain', 'razor-wind', 'trick', 'headbutt', 'stomp', 'rest', 'magic-coat', 'flash', 'swagger', 'power-swap', 'thunderbolt', 'twin-beam', 'mirror-coat', 'trailblaze', 'nasty-plot', 'curse', 'recycle', 'double-edge', 'guard-swap', 'thief', 'work-up', 'confuse-ray', 'secret-power', 'facade', 'bulldoze', 'hidden-power', 'calm-mind', 'return', 'energy-ball', 'iron-tail', 'sucker-punch', 'dream-eater', 'rock-smash', 'snore', 'psych-up', 'imprison', 'psychic-fangs', 'mean-look', 'tackle', 'beat-up', 'mud-slap', 'substitute', 'round', 'double-kick', 'wish', 'uproar', 'helping-hand', 'endure', 'double-hit', 'baton-pass', 'strength', 'natural-gift', 'giga-impact', 'light-screen', 'skill-swap', 'foresight', 'body-slam', 'take-down', 'shadow-ball', 'zap-cannon', 'shock-wave', 'agility', 'charge-beam', 'nightmare'}",415,15,70,80,65,90,65,85
204,pineco,bug,,"{'reflect', 'sandstorm', 'sunny-day', 'stealth-rock', 'revenge', 'rock-slide', 'reversal', 'double-team', 'confide', 'pounce', 'gyro-ball', 'captivate', 'autotomize', 'protect', 'mimic', 'sweet-scent', 'payback', 'frustration', 'power-trick', 'flail', 'struggle-bug', 'toxic', 'earthquake', 'giga-drain', 'rapid-spin', 'gravity', 'tera-blast', 'rock-blast', 'rain-dance', 'sleep-talk', 'seed-bomb', 'bug-bite', 'string-shot', 'pin-missile', 'swift', 'rock-tomb', 'lunge', 'solar-beam', 'attract', 'iron-defense', 'toxic-spikes', 'spikes', 'headbutt', 'rest', 'counter', 'explosion', 'swagger', 'rollout', 'curse', 'double-edge', 'secret-power', 'facade', 'bulldoze', 'hidden-power', 'return', 'rock-smash', 'snore', 'bug-buzz', 'defense-curl', 'venoshock', 'bide', 'tackle', 'poison-jab', 'self-destruct', 'dig', 'substitute', 'round', 'sand-tomb', 'helping-hand', 'endure', 'drill-run', 'strength', 'natural-gift', 'light-screen', 'take-down', 'body-slam', 'pain-split', 'ice-spinner'}",72,6,50,65,90,35,35,15
205,forretress,bug,steel,"{'reflect', 'sandstorm', 'sunny-day', 'ally-switch', 'stealth-rock', 'rock-slide', 'reversal', 'steel-beam', 'telekinesis', 'double-team', 'confide', 'pounce', 'gyro-ball', 'captivate', 'autotomize', 'protect', 'mimic', 'sweet-scent', 'payback', 'body-press', 'stone-edge', 'frustration', 'mirror-shot', 'signal-beam', 'struggle-bug', 'toxic', 'earthquake', 'earth-power', 'giga-drain', 'rapid-spin', 'gravity', 'smart-strike', 'tera-blast', 'flash-cannon', 'rock-blast', 'thunder-wave', 'rain-dance', 'sleep-talk', 'seed-bomb', 'laser-focus', 'bug-bite', 'string-shot', 'swift', 'rock-tomb', 'lunge', 'solar-beam', 'attract', 'hyper-beam', 'iron-defense', 'toxic-spikes', 'spikes', 'headbutt', 'rest', 'counter', 'explosion', 'swagger', 'rollout', 'iron-head', 'heavy-slam', 'curse', 'double-edge', 'secret-power', 'facade', 'magnet-rise', 'bulldoze', 'hidden-power', 'rock-polish', 'return', 'rock-smash', 'snore', 'bug-buzz', 'defense-curl', 'venoshock', 'block', 'bide', 'tackle', 'poison-jab', 'volt-switch', 'self-destruct', 'dig', 'substitute', 'round', 'sand-tomb', 'helping-hand', 'endure', 'drill-run', 'strength', 'natural-gift', 'giga-impact', 'light-screen', 'take-down', 'body-slam', 'pain-split', 'zap-cannon', 'ice-spinner'}",1258,12,75,90,140,60,60,40
206,dunsparce,normal,,"{'sandstorm', 'sunny-day', 'dragon-rush', 'thunder', 'stealth-rock', 'flamethrower', 'roost', 'rock-slide', 'blizzard', 'fire-blast', 'double-team', 'confide', 'pounce', 'hex', 'gyro-ball', 'captivate', 'scale-shot', 'protect', 'mimic', 'aqua-tail', 'stone-edge', 'amnesia', 'frustration', 'bite', 'flail', 'stomping-tantrum', 'toxic', 'water-pulse', 'earthquake', 'astonish', 'earth-power', 'stored-power', 'retaliate', 'smart-strike', 'tera-blast', 'pursuit', 'thunder-wave', 'yawn', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'mud-shot', 'chilling-water', 'rock-tomb', 'lunge', 'hyper-voice', 'solar-beam', 'attract', 'hyper-beam', 'rage', 'headbutt', 'scary-face', 'hyper-drill', 'rest', 'magic-coat', 'counter', 'swagger', 'thunderbolt', 'incinerate', 'rollout', 'ancient-power', 'curse', 'double-edge', 'poison-tail', 'thief', 'wild-charge', 'secret-power', 'facade', 'bulldoze', 'hidden-power', 'coil', 'calm-mind', 'return', 'skitter-smack', 'iron-tail', 'dream-eater', 'rock-smash', 'glare', 'snore', 'psych-up', 'defense-curl', 'endeavor', 'spite', 'bide', 'poison-jab', 'ice-spinner', 'mud-slap', 'terrain-pulse', 'ice-beam', 'dig', 'substitute', 'round', 'screech', 'last-resort', 'trump-card', 'bind', 'uproar', 'helping-hand', 'endure', 'baton-pass', 'air-slash', 'drill-run', 'strength', 'natural-gift', 'giga-impact', 'dual-wingbeat', 'take-down', 'body-slam', 'pain-split', 'zap-cannon', 'shadow-ball', 'shock-wave', 'agility', 'charge-beam', 'nightmare'}",140,15,100,70,70,65,65,45
207,gligar,ground,flying,"{'ice-fang', 'sandstorm', 'sunny-day', 'torment', 'stealth-rock', 'roost', 'rock-slide', 'detect', 'thunder-fang', 'steel-wing', 'fling', 'night-slash', 'double-team', 'confide', 'captivate', 'scale-shot', 'protect', 'mimic', 'aqua-tail', 'aerial-ace', 'harden', 'payback', 'x-scissor', 'stone-edge', 'frustration', 'taunt', 'wing-attack', 'power-trick', 'fury-cutter', 'struggle-bug', 'toxic', 'sky-uppercut', 'earthquake', 'crunch', 'earth-power', 'high-horsepower', 'tera-blast', 'swords-dance', 'sleep-talk', 'rain-dance', 'crabhammer', 'knock-off', 'bug-bite', 'tailwind', 'swift', 'mud-shot', 'rock-tomb', 'guillotine', 'lunge', 'attract', 'u-turn', 'toxic-spikes', 'brick-break', 'spikes', 'razor-wind', 'feint-attack', 'dark-pulse', 'headbutt', 'defog', 'scary-face', 'rest', 'counter', 'swagger', 'throat-chop', 'quick-attack', 'curse', 'acrobatics', 'cross-poison', 'double-edge', 'poison-tail', 'thief', 'secret-power', 'facade', 'bulldoze', 'hidden-power', 'rock-polish', 'return', 'cut', 'feint', 'iron-tail', 'dream-eater', 'rock-smash', 'snore', 'fire-fang', 'venoshock', 'psychic-fangs', 'poison-sting', 'sand-attack', 'gunk-shot', 'poison-jab', 'mud-slap', 'false-swipe', 'dig', 'substitute', 'sludge-bomb', 'round', 'sand-tomb', 'screech', 'rock-climb', 'metal-claw', 'endure', 'baton-pass', 'strength', 'natural-gift', 'dual-wingbeat', 'hone-claws', 'take-down', 'agility', 'slash'}",648,11,65,75,105,35,65,85
208,steelix,steel,ground,"{'ice-fang', 'sandstorm', 'sunny-day', 'torment', 'dragon-breath', 'stealth-rock', 'rock-slide', 'thunder-fang', 'steel-beam', 'dragon-tail', 'double-team', 'breaking-swipe', 'confide', 'gyro-ball', 'captivate', 'autotomize', 'protect', 'mimic', 'aqua-tail', 'harden', 'payback', 'body-press', 'stone-edge', 'scorching-sands', 'frustration', 'smack-down', 'taunt', 'stomping-tantrum', 'toxic', 'earthquake', 'crunch', 'earth-power', 'high-horsepower', 'dragon-dance', 'flash-cannon', 'rock-blast', 'twister', 'sleep-talk', 'rock-tomb', 'roar', 'attract', 'hyper-beam', 'iron-defense', 'mud-sport', 'rage', 'headbutt', 'dark-pulse', 'scary-face', 'rest', 'explosion', 'swagger', 'rollout', 'iron-head', 'heavy-slam', 'ancient-power', 'curse', 'meteor-beam', 'double-edge', 'slam', 'secret-power', 'facade', 'magnet-rise', 'bulldoze', 'hidden-power', 'rock-polish', 'return', 'cut', 'iron-tail', 'rock-smash', 'snore', 'psych-up', 'fire-fang', 'defense-curl', 'psychic-fangs', 'block', 'steel-roller', 'rock-throw', 'brutal-swing', 'tackle', 'dragon-pulse', 'mud-slap', 'self-destruct', 'dig', 'substitute', 'round', 'sand-tomb', 'screech', 'rock-climb', 'bind', 'endure', 'nature-power', 'drill-run', 'strength', 'natural-gift', 'giga-impact', 'body-slam'}",4000,92,75,85,200,55,65,30
209,snubbull,fairy,,"{'overheat', 'reflect', 'ice-fang', 'sunny-day', 'torment', 'heal-bell', 'thunder', 'dazzling-gleam', 'flamethrower', 'detect', 'thunder-fang', 'fire-blast', 'metronome', 'fling', 'double-team', 'confide', 'captivate', 'low-kick', 'protect', 'mimic', 'payback', 'frustration', 'bite', 'taunt', 'toxic', 'water-pulse', 'earthquake', 'fake-tears', 'crunch', 'retaliate', 'thunder-wave', 'rain-dance', 'sleep-talk', 'superpower', 'present', 'roar', 'hyper-voice', 'solar-beam', 'thunder-punch', 'attract', 'brick-break', 'feint-attack', 'rage', 'headbutt', 'mega-kick', 'mega-punch', 'fire-punch', 'scary-face', 'rest', 'counter', 'focus-punch', 'swagger', 'lick', 'thunderbolt', 'incinerate', 'smelling-salts', 'play-rough', 'curse', 'double-edge', 'covet', 'thief', 'wild-charge', 'work-up', 'secret-power', 'dynamic-punch', 'facade', 'bulldoze', 'hidden-power', 'tail-whip', 'return', 'super-fang', 'ice-punch', 'bulk-up', 'seismic-toss', 'close-combat', 'rock-smash', 'snore', 'fire-fang', 'snarl', 'defense-curl', 'tackle', 'charm', 'mud-slap', 'dig', 'substitute', 'sludge-bomb', 'round', 'last-resort', 'power-up-punch', 'endure', 'strength', 'natural-gift', 'body-slam', 'take-down', 'shadow-ball', 'zap-cannon', 'shock-wave', 'leer'}",78,6,60,80,50,40,40,30
210,granbull,fairy,,"{'overheat', 'reflect', 'ice-fang', 'sunny-day', 'torment', 'heal-bell', 'thunder', 'dazzling-gleam', 'flamethrower', 'rock-slide', 'detect', 'thunder-fang', 'fire-blast', 'metronome', 'fling', 'double-team', 'confide', 'outrage', 'captivate', 'low-kick', 'protect', 'mimic', 'payback', 'stone-edge', 'frustration', 'bite', 'taunt', 'stomping-tantrum', 'toxic', 'water-pulse', 'earthquake', 'crunch', 'retaliate', 'thunder-wave', 'rain-dance', 'sleep-talk', 'superpower', 'rock-tomb', 'roar', 'hyper-voice', 'solar-beam', 'thunder-punch', 'attract', 'hyper-beam', 'brick-break', 'rage', 'headbutt', 'mega-kick', 'mega-punch', 'fire-punch', 'scary-face', 'rest', 'counter', 'focus-punch', 'swagger', 'lick', 'thunderbolt', 'incinerate', 'play-rough', 'curse', 'double-edge', 'covet', 'thief', 'wild-charge', 'work-up', 'secret-power', 'dynamic-punch', 'facade', 'bulldoze', 'hidden-power', 'tail-whip', 'return', 'super-fang', 'ice-punch', 'iron-tail', 'bulk-up', 'seismic-toss', 'rock-smash', 'snore', 'fire-fang', 'snarl', 'defense-curl', 'tackle', 'charm', 'mud-slap', 'dig', 'substitute', 'sludge-bomb', 'round', 'focus-blast', 'last-resort', 'rock-climb', 'power-up-punch', 'endure', 'strength', 'natural-gift', 'giga-impact', 'body-slam', 'take-down', 'shadow-ball', 'zap-cannon', 'shock-wave'}",487,14,90,120,75,60,60,45
211,qwilfish,water,poison,"{'minimize', 'revenge', 'reversal', 'blizzard', 'double-team', 'confide', 'hex', 'gyro-ball', 'captivate', 'stockpile', 'scale-shot', 'protect', 'mimic', 'aqua-tail', 'hail', 'dive', 'harden', 'fell-stinger', 'destiny-bond', 'payback', 'aqua-jet', 'sludge-wave', 'assurance', 'frustration', 'bubble', 'taunt', 'whirlpool', 'flail', 'signal-beam', 'toxic', 'water-pulse', 'crunch', 'astonish', 'acid-spray', 'supersonic', 'haze', 'tera-blast', 'water-gun', 'thunder-wave', 'swords-dance', 'sleep-talk', 'rain-dance', 'pin-missile', 'swift', 'mud-shot', 'chilling-water', 'waterfall', 'attract', 'bounce', 'toxic-spikes', 'spikes', 'headbutt', 'flip-turn', 'scary-face', 'rest', 'explosion', 'swagger', 'liquidation', 'rollout', 'throat-chop', 'curse', 'bubble-beam', 'double-edge', 'poison-tail', 'scald', 'secret-power', 'facade', 'hidden-power', 'surf', 'return', 'snore', 'defense-curl', 'spit-up', 'venoshock', 'poison-sting', 'hydro-pump', 'spite', 'gunk-shot', 'steel-roller', 'tackle', 'poison-jab', 'self-destruct', 'ice-beam', 'substitute', 'sludge-bomb', 'round', 'icy-wind', 'endure', 'venom-drench', 'natural-gift', 'giga-impact', 'take-down', 'pain-split', 'shadow-ball', 'shock-wave', 'acupressure', 'agility', 'brine', 'barb-barrage'}",39,5,65,95,85,55,55,85
212,scizor,bug,steel,"{'sandstorm', 'sunny-day', 'safeguard', 'roost', 'detect', 'reversal', 'steel-wing', 'steel-beam', 'fling', 'night-slash', 'double-team', 'confide', 'pounce', 'captivate', 'protect', 'mimic', 'psycho-cut', 'aerial-ace', 'x-scissor', 'assurance', 'frustration', 'wing-attack', 'fury-cutter', 'struggle-bug', 'toxic', 'ominous-wind', 'tera-blast', 'pursuit', 'flash-cannon', 'swords-dance', 'sleep-talk', 'rain-dance', 'air-cutter', 'laser-focus', 'knock-off', 'bug-bite', 'tailwind', 'swift', 'superpower', 'lunge', 'attract', 'u-turn', 'hyper-beam', 'iron-defense', 'brick-break', 'razor-wind', 'silver-wind', 'headbutt', 'defog', 'scary-face', 'rest', 'counter', 'bullet-punch', 'swagger', 'iron-head', 'trailblaze', 'quick-attack', 'vacuum-wave', 'curse', 'acrobatics', 'cross-poison', 'double-edge', 'thief', 'secret-power', 'facade', 'hidden-power', 'return', 'cut', 'feint', 'close-combat', 'rock-smash', 'snore', 'bug-buzz', 'venoshock', 'focus-energy', 'brutal-swing', 'false-swipe', 'substitute', 'round', 'sand-tomb', 'helping-hand', 'metal-claw', 'endure', 'double-hit', 'baton-pass', 'air-slash', 'strength', 'natural-gift', 'giga-impact', 'light-screen', 'dual-wingbeat', 'take-down', 'agility', 'slash', 'leer'}",1180,18,70,130,100,55,80,65
213,shuckle,bug,rock,"{'sandstorm', 'sunny-day', 'safeguard', 'stealth-rock', 'guard-split', 'rock-slide', 'reversal', 'wrap', 'sticky-web', 'double-team', 'confide', 'gyro-ball', 'captivate', 'protect', 'mimic', 'sweet-scent', 'sludge-wave', 'stone-edge', 'frustration', 'smack-down', 'power-trick', 'withdraw', 'struggle-bug', 'toxic', 'earthquake', 'earth-power', 'final-gambit', 'infestation', 'rock-blast', 'sleep-talk', 'knock-off', 'bug-bite', 'string-shot', 'mud-shot', 'rock-tomb', 'attract', 'iron-defense', 'headbutt', 'rest', 'flash', 'swagger', 'rollout', 'ancient-power', 'constrict', 'curse', 'meteor-beam', 'double-edge', 'covet', 'shell-smash', 'secret-power', 'facade', 'bulldoze', 'hidden-power', 'rock-polish', 'power-split', 'return', 'gastro-acid', 'skitter-smack', 'rock-smash', 'snore', 'defense-curl', 'venoshock', 'steel-roller', 'rock-throw', 'bide', 'after-you', 'mud-slap', 'dig', 'substitute', 'sludge-bomb', 'round', 'sand-tomb', 'encore', 'bind', 'helping-hand', 'endure', 'strength', 'natural-gift', 'body-slam', 'acid', 'acupressure'}",205,6,20,10,230,10,230,5
214,heracross,bug,fighting,"{'sunny-day', 'revenge', 'rock-slide', 'detect', 'reversal', 'fling', 'night-slash', 'double-team', 'confide', 'pounce', 'captivate', 'low-kick', 'protect', 'mimic', 'aerial-ace', 'harden', 'chip-away', 'arm-thrust', 'horn-attack', 'assurance', 'shadow-claw', 'stone-edge', 'frustration', 'smack-down', 'flail', 'fury-cutter', 'struggle-bug', 'toxic', 'earthquake', 'retaliate', 'smart-strike', 'high-horsepower', 'tera-blast', 'pursuit', 'rock-blast', 'swords-dance', 'sleep-talk', 'rain-dance', 'knock-off', 'bug-bite', 'pin-missile', 'rock-tomb', 'lunge', 'attract', 'hyper-beam', 'iron-defense', 'brick-break', 'spikes', 'headbutt', 'rest', 'counter', 'focus-punch', 'swagger', 'throat-chop', 'thrash', 'trailblaze', 'vacuum-wave', 'curse', 'double-edge', 'thief', 'work-up', 'secret-power', 'facade', 'bulldoze', 'hidden-power', 'return', 'cut', 'feint', 'bulk-up', 'seismic-toss', 'close-combat', 'rock-smash', 'snore', 'bug-buzz', 'venoshock', 'bullet-seed', 'brutal-swing', 'bide', 'tackle', 'megahorn', 'false-swipe', 'dig', 'substitute', 'round', 'focus-blast', 'helping-hand', 'endure', 'strength', 'coaching', 'natural-gift', 'giga-impact', 'body-slam', 'take-down', 'leer', 'fury-attack'}",540,15,80,125,75,40,95,85
215,sneasel,dark,ice,"{'reflect', 'sunny-day', 'torment', 'detect', 'reversal', 'blizzard', 'fling', 'scratch', 'double-team', 'confide', 'icicle-spear', 'captivate', 'triple-axel', 'low-kick', 'protect', 'mimic', 'hail', 'psycho-cut', 'aerial-ace', 'payback', 'fury-swipes', 'x-scissor', 'shadow-claw', 'frustration', 'ice-shard', 'bite', 'taunt', 'whirlpool', 'fury-cutter', 'toxic', 'water-pulse', 'fake-tears', 'foul-play', 'retaliate', 'lash-out', 'crush-claw', 'tera-blast', 'pursuit', 'swords-dance', 'sleep-talk', 'rain-dance', 'laser-focus', 'knock-off', 'swift', 'attract', 'brick-break', 'low-sweep', 'feint-attack', 'dark-pulse', 'headbutt', 'mega-kick', 'mega-punch', 'scary-face', 'rest', 'counter', 'focus-punch', 'punishment', 'swagger', 'throat-chop', 'trailblaze', 'quick-attack', 'nasty-plot', 'curse', 'fake-out', 'double-edge', 'thief', 'secret-power', 'dynamic-punch', 'facade', 'hidden-power', 'surf', 'calm-mind', 'assist', 'return', 'ice-punch', 'cut', 'feint', 'iron-tail', 'dream-eater', 'rock-smash', 'snore', 'psych-up', 'snarl', 'icicle-crash', 'snatch', 'defense-curl', 'spite', 'beat-up', 'poison-jab', 'mud-slap', 'false-swipe', 'ice-beam', 'dig', 'substitute', 'round', 'icy-wind', 'screech', 'snowscape', 'power-up-punch', 'helping-hand', 'metal-claw', 'endure', 'double-hit', 'strength', 'natural-gift', 'giga-impact', 'foresight', 'avalanche', 'take-down', 'embargo', 'shadow-ball', 'hone-claws', 'agility', 'slash', 'leer', 'nightmare'}",280,9,55,95,55,35,75,115
